,0
CNC(=O)C1CCCCC1,9
C[C@@H]1O[C@H](O)C[C@H](N)[C@@H]1O,9
C=C[C@H](C)c1ccco1,9
O=C/C=C/c1ccncc1,9
N#CCCC1CCCCC1,9
COC/C=C/C(=O)OC,9
C#C[C@](C)(O)[C@](C)(O)C#C,9
CC(=O)OC1(C)CCCC1,9
CC(=O)Nc1ccoc1,9
NC(=O)[C@@H]1NCN[C@@H]1N,9
C[C@@H]1OCCCC1=O,9
C=C[C@@H]1OC[C@H](CO)O1,9
CCOC1=CC(=O)C1(C)C,9
CC1(C)C(=O)CCC[C@@H]1O,9
Cc1cnc2n1CCC2,9
CCC1CNC1,9
CCC(O)(CO)CO,9
CN(C)N(C#N)C#N,9
CN(CN)N=O,9
CC1=NC(C)=C(C)C1(C)C,9
C=C=C[C@H](OC=C)C(C)C,9
CC[C@H](C=O)C(=O)O,9
Cc1cc2nnc(C)n2[nH]1,9
C#CC[C@H](O)C(=O)OC,9
OCCC(O)(CO)CCO,9
Nc1ccc(C(O)O)cc1,9
N#C[C@@H]1CCCC[C@@H]1O,9
N=C(N)N1CCCC1=O,9
C=C/N=C/OC(C)C,9
N#CC1=C(C(=O)O)CCC1,9
Cn1ccnc1/C=C\C#N,9
C[C@@H]1CC=CC(=O)C1,9
CC(C)NCC1CC1,9
C1=CCc2[nH]ccc2C1,9
OCC[C@H](O)C1CC1,9
C[C@]12CC[C@@H]1C(=O)OC2,9
CC(=O)c1ccncc1O,9
CC1=C(C#N)CCC(=O)N1,9
C[C@H](O)c1ccncc1O,9
CC(=O)N/C(C)=C/C#N,9
CCc1cncc(C#N)c1,9
CC(C)/C=N/NCCC#N,9
CN(C)c1ncn[nH]c1=O,9
C[C@]12COC[C@H](CO1)O2,9
C1=CCc2ncccc2C1,9
NCCn1nccn1,9
CNC(=O)c1cc(C)on1,9
c1ccc([C@@H]2CCO2)cc1,9
CC(=O)n1ccc(=O)cc1,9
CC1=C(O)COCC1=O,9
Cc1occc1CC(=O)O,9
NCc1ccnc(=O)[nH]1,9
CC1=NN(C)C(=O)[C@@H]1C=O,9
C=C=CC(C)(C)C,9
c1nnc2n1CCCC2,9
OC1=C[C@H](O)CC(O)=C1,9
C=C=CCC(=O)OCC,9
C#Cc1cnccc1C,9
Cc1cc(=O)on1C,9
Cc1cn(C)oc1=O,9
C#Cc1ccc(C)cn1,9
C#Cc1cncc(C)c1,9
C#Cc1cc(C)ccn1,9
CC(N)(C(=O)O)C(=O)O,9
COc1cncnc1OC,9
Nc1cncc(N)c1,9
C#Cc1ncccc1C,9
C=C[C@@H]1C=CCC1,9
Cc1coc(C)n1,9
NC(=O)NCC1CC1,9
C1CC1CNCC1CC1,9
Cc1nc(CO)no1,9
CC1(C)C[C@](C)(N)C(=O)O1,9
C#C[C@@H]1CC=CC=C1C,9
C#CCC[C@@H]1OC1(C)C,9
CC1(C2(C)CC2)CC1,9
C1=C[C@@H]2CCCC2=C1,9
O=C1CCC/C1=C\C1CC1,9
C1=CC[C@@H]2NC[C@@H]2C1,9
Cc1cc(N(C)C)n[nH]1,9
Cc1ncc(CC#N)[nH]1,9
C=C(C(=O)O)C(C)C,9
C[C@H](O)C(=O)C(=O)[C@H](C)O,9
CC(C)C1=NN(C)C(=O)C1,9
CC(C)N1CC[C@@H]1C(=O)O,9
CCN1C(=O)C=C(C)C1=O,9
COc1[nH]c(=O)ncc1C,9
CC(=O)[C@@H]1CCNC1=O,9
CC(=O)OC(=O)C(C)C,9
NCCc1nn[nH]n1,9
O[C@@H]1CCCCC12NN2,9
CC[C@H](N)c1nn[nH]n1,9
NC(=O)CCN1CC1,9
Cc1c[nH]c2cccnc12,9
Cc1c[nH]c2cnccc12,9
CC1=CC(=O)C(N)=CC1=O,9
CNC1=CC(=O)C=CC1=O,9
c1n[nH]c2c1CNCC2,9
C=C(C(C)=O)C(=O)OC,9
C=CC(C)(C)CC#N,9
CCn1c(C)n[nH]c1=O,9
O=C(O)[C@@H]1CCCNO1,9
C=CC(=O)Cc1ccco1,9
O=C(O)NCc1ccco1,9
C[C@]1(OO)CCC(=O)N1,9
CO/C=C/C=C/C(=O)OC,9
CC1(C(=O)O)COCOC1,9
CCOC(=O)n1cccc1,9
CC1CC(=O)C(C)C(=O)C1,9
CC(C)[C@@H]1C=CCC1,9
C[C@@H]1N[C@@H]1c1ccccc1,9
CC[C@H](O)[C@H](O)C(=O)O,9
C#CCC(C)=O,9
CC1(C)COCCN1,9
C[C@@H]1CN1C,9
O=CC1=CCC[C@@H]1C(=O)O,9
CO[C@H](C=O)CO,9
CCC(C=N)(CC)C(N)=O,9
CC1(C)C=CC=C[C@H](O)C1,9
CCOC1CC(=O)C1,9
CCc1ccno1,9
O=CC1=CCCCO1,9
c1coc(OC[C@@H]2CO2)c1,9
C[C@@H]1OCCOCO1,9
C=CCOc1cc(=O)c1=O,9
c1cnc2c(c1)CCCO2,9
Cc1nc(=O)nc(C)[nH]1,9
O=C1N=C2CCCC[C@@H]2N1,9
CC1=CC=CC1(C)C,9
Cc1ccc(C#N)nc1C,9
CC(=O)[C@H](C(=O)O)C(C)C,9
COC(=O)CN=C=O,9
CC1(CO)OCCO1,9
C[C@@H]1CCNN1,9
CC(=O)/C=C(/C)NCC#N,9
C[C@@H]1CCC(=O)C1(C)C,9
C[C@@H]1CC(C)(C)NN1,9
Cn1cnnc1CO,9
c1ccc2c(c1)COCN2,9
CC(C)n1cccc1C=O,9
CC(=O)N1CCN(C)C1=O,9
C=C[C@H](C)C(C)C,9
N#C[C@@H]1CCCNC1,9
C[C@@H]1CCOCC1=O,9
C1=Cc2cnccc2CC1,9
C=CC(=O)CCC#N,9
C=C(CO)C(=O)O,9
C[C@@H]1C=C[C@@H]2[C@H](C1)C2(C)C,9
CC(=O)N(C)N=O,9
CCc1ncn[nH]1,9
C[C@]1(C(=O)O)CCOC1=O,9
C=C=C(C)C(C)(C)C,9
C[C@@H]1CC2CCC1(C)CC2,9
C=C[C@H](O)c1ccccc1,9
C/C=C/C(=O)NC(N)=O,9
O=C1COCCCN1,9
Cc1n[nH]nc1C(=O)NN,9
CCc1nc(=O)[nH]c(=O)[nH]1,9
C/C=C(/C)C#N,9
C[C@@H]1CC=C(O)C1=N,9
CC1=C(O)C(=N)CC1,9
C=C1OCCO[C@@H]1C,9
Cc1noc(C)c1C(N)=O,9
C/N=N/c1ccccc1,9
N=C(N)c1cccnc1,9
CC(=O)O[C@H](C)C1CC1,9
CO[C@@H]1OC[C@H](C)O1,9
C/C=C1/C(=O)NC(=O)[C@@H]1C,9
CCn1ncc(N=O)c1N,9
Cc1cn(O)c(=N)cn1,9
OC12CCCC(CC1)CC2,9
C[C@H]1[C@@H](C)N1N,9
CC(C)C(=O)NC(C)(C)C,9
C#CCOCC#CC,9
CN1CCNC(=O)C1=O,9
C/C(=N/O)C(C)(C)O,9
CC(=O)C(=O)[C@H](O)C(C)=O,9
CN1CC(=O)NC(=O)C1,9
CC(C)[C@H](N)C(=O)NO,9
N=NCNN,9
CC1=C(O)C(=O)O[C@@H]1C,9
O=c1[nH]ccc2c1CCC2,9
CC1=CC=CC[C@@H]2O[C@H]12,9
c1ccc(C2CCC2)cc1,9
Cc1n[nH]c(=O)c(N)c1N,9
C=CCC(=C)C#N,9
ON(O)c1ccccn1,9
ON(O)c1ccncc1,9
C/C(C=O)=C(/C)C1CC1,9
CC(C)(CO)OO,9
CC[C@]1(C)N=NC(=O)O1,9
CC1(C)CC[C@H](O)C1,9
NC1=NCC[C@H](C(=O)O)N1,9
O=C(O)CCC1OCCO1,9
CC1=C(O)C(=O)[C@H](O)CO1,9
C1CN1N1CC1,9
C=C=C[C@H](O)CC,9
OCC=C1CC1,9
C=C1CNc2ccccc21,9
CO/C=C(/C)C#N,9
O=C1NCC[C@H](/C=N/O)N1,9
O[C@@H]1C2C[C@@H]3CC[C@H](C2)C31,9
NC(=O)c1cnccc1N,9
O=C/C=C/c1cccnc1,9
C=CCC(N)=O,9
N[C@@H](CO)[C@@H](O)[C@@H](O)C=O,9
N=Cc1cccc(O)c1,9
CO[C@@H]1O[C@H](C)C(C)(C)O1,9
CC(=O)/C=C1\C=CCO1,9
C=C(C(=O)O)[C@H](C)O,9
CC(C)(O)C(C)(C)[C@@H]1CO1,9
CC(C)C[C@H](C#N)NC=O,9
C[C@H](NC=O)C(N)=O,9
CCC1=C(O)C(=O)CO1,9
CC1=NO[C@@H]2CC[C@H](O)[C@H]12,9
CC1=C(C2CC2)CCC1=O,9
C[C@H](O)C(=O)c1ccc[nH]1,9
O=C1CCC[C@H](C2CC2)C1,9
C#CCN1CC1(C)C,9
OCC#Cc1cccnc1,9
CC(C)N(C)NC=O,9
C[C@@H]1CCNn2cnnc21,9
COC(=O)[C@H](C=O)OC,9
N[C@H](CC1CCC1)C(=O)O,9
C/C(=N\NC(N)=O)C1CC1,9
CC(C)[C@H](NC=O)C(N)=O,9
C#C[C@](C)(O)C(C)=O,9
COC(=O)[C@@H]1C=CC(=O)C1,9
Cc1occc1CC=O,9
C=C1C[C@@H]1c1ccccc1,9
CC#CC[C@H](N)C(=O)O,9
CCO/C=N/C#N,9
NCc1cc(=O)[nH][nH]1,9
c1ncc2c(n1)NCCC2,9
CC(=O)C1=CCC=CC=C1,9
C[C@@H]1OC(N)=C(C#N)[C@@H]1C,9
CC(=O)C1=CC(=O)CC1,9
C[C@@H]1OCCC(C)(C)O1,9
O=c1o[nH]c2c1CCCC2,9
C=CC(=O)NCCO,9
O[C@@H]1CCCC2(CC2)C1,9
C=C(C)C(=O)n1ccnn1,9
C[C@H](O)C[C@H](O)[C@H](O)C=O,9
NC1=NC=NC1=C(N)N,9
CC1(C)C[C@](C)(O)NC1=O,9
CN1CCCC1=N,9
CC(C)[C@](N)(CO)C(=O)O,9
CC[C@@H]1O[C@H](O)C=CC1=O,9
C=C1COC[C@@H]1C,9
C[C@H](N)c1cccnc1,9
N#CCN(CC#N)CC#N,9
C[C@H](N)c1ccccn1,9
O=C1CCCNC(=O)C1,9
CC(C)C[C@H](C)C#N,9
N[C@@H]1CCCN1,9
CN1C(=O)[C@H](O)N(C)C1=O,9
CC(C)C(N)(CO)CO,9
NCC(=O)OCC(O)O,9
CC=C=C[C@@H]1C[C@@H]1C,9
C[C@H](O)CNC=O,9
C[C@@H]1Cc2cccnc2N1,9
CC1(C)CN1C[C@@H]1CO1,9
C/C=N/C(C)C,9
C=C=C(OC)[C@]1(C)CO1,9
C=C(C(=O)O)[C@H](C)C(=O)O,9
C#CC(C)(C)OC[C@@H]1CO1,9
C=CCOC1CCCC1,9
O=C(O)CN1C=CC=NC1,9
C[C@@H]1CC[C@@H]2C[C@@H]2C1=O,9
CC(=O)OC(=O)OC(C)C,9
COc1c(C)c(=O)c1=O,9
O=C(O)CC(O)(O)C(=O)O,9
Cc1ccccc1[C@H](C)O,9
C[C@@H]1C=CC=CC=CC1=O,9
Cn1c(CO)n[nH]c1=O,9
CCc1cnoc1,9
CN1C(=O)N[C@](C)(O)C1=O,9
C1C[C@@H]2CN[C@@H]2C1,9
Cc1c(C=O)cnn1C,9
Cc1cc(N)nc(NN)n1,9
COC(=O)C1(C)CCCC1,9
C=C[C@H](C)n1ccnc1,9
CN1CC(=O)N(CO)C1=O,9
COC(=O)/C(C)=C/O,9
CC(=O)[C@@H]1C[C@@H]1C(C)(C)O,9
CCC1=C(C)C(=O)CC1=O,9
C[C@]1(c2ccccc2)C=N1,9
C=C(C)C1=NCC(=O)O1,9
Cc1cnc(C)nn1,9
C=COC(=C)C=C,9
N#CCCc1cnc[nH]1,9
CC(C)O[C@H](C)CC#N,9
CCO[C@H](C)CC#N,9
COc1nncc(N)n1,9
C=CC[C@H](O)[C@@H]1CO1,9
CC1=COCOC1,9
N#C[C@@H]1CCC[C@H](O)C1,9
C=C1COCO[C@@H]1C,9
C#C[C@](C)(O)[C@H](C)O,9
C/C=C/CC#N,9
N[C@@H]1CC(=O)CCN1,9
COC(=O)[C@@H]1COCC1=O,9
CC/N=C(\N)NC#N,9
C1CN[C@@H]2CO[C@@H]2C1,9
C#CCNCC#C,9
COc1nc(=O)c(C)n[nH]1,9
CO[C@@H]1OCC[C@@H]1O,9
C[C@@H]1NCCNC1=O,9
N#Cc1cc(N)cc(N)c1,9
CN(C)/N=C/C=O,9
C#C[C@H](C)C[C@H](N)C(=O)O,9
Cc1cnc(C)o1,9
COC(=N)c1ccnnc1,9
COC(=O)[C@@H]1CO[C@@H](C)O1,9
C[C@@H]1CC(=O)ON1C,9
C#COCC(C)C,9
O=C1CCOCCN1,9
Cn1cccc1CC#N,9
C=N/C=C/C,9
C[C@H](CC#N)N1CC1,9
CC(=O)c1c[nH]cc1C=O,9
C[C@H](O)[C@H](N)C(N)=O,9
CCC1(O)CC1,9
C=C[C@@H]1C[C@@H]1CO,9
C#C[C@H](C)c1ccccc1,9
Oc1ccc2c(c1)CC2,9
NC(=O)[C@@H]1CCCC1=O,9
NC(C=O)(C=O)C=O,9
CC1(NC(N)=O)CC1,9
COC1(OC(C)=O)CC1,9
CC[C@@H]1CCC1=O,9
C1=Cc2ccncc2CC1,9
C1=Cc2ncccc2CC1,9
c1cncc([C@@H]2CCN2)c1,9
CCO/N=C(\C#N)C(N)=O,9
C[C@@H]1CC/C(=N\O)C1=O,9
N[C@@H]1COCC[C@@H]1O,9
C#C[C@H](C)NC,9
N[C@@H]1CCOC[C@@H]1O,9
C[C@H](N)C[C@H](N)C(=O)O,9
NC(=O)c1cncc(N)n1,9
CC(C)CC(=O)NN,9
CC1(C)CCC(C)(C)N1,9
C[C@@H]1CCC(C)(C)C1=O,9
CC(C)OCC(=O)O,9
CC(=O)[C@]1(C)CO1,9
CC1=CC(C)(C)CC1,9
CC1(C)CCCNC1=O,9
CC(C)OC[C@@H]1CO1,9
C=CC#CNC/N=N/C,9
OC[C@H](O)c1ccccn1,9
N#CCN1CCCC1=O,9
CCOC1CCC(=O)CC1,9
NC(=O)c1ccnnc1N,9
C[C@H]1C=CCC[C@H]1C#N,9
COC(=O)CC1CC1,9
COC(=O)C(=N)C(C)C,9
C/C(O)=C\CO,9
CC(C)C(=O)NC(N)=O,9
CC(=O)OC1CCC1,9
CC(=O)C1(C)OCCO1,9
CCCc1nnnn1N,9
O=C1N[C@@H]2CCCC[C@H]12,9
C#Cc1cn(C)nc1C#C,9
CC(C)C(=O)C(C)(C)OO,9
O=CN[C@H](CO)C(=O)O,9
C=Cc1ccc(C)o1,9
Cc1ccn(C)c1,9
O=C1CCCc2cc[nH]c21,9
C1=CCCCCN=1,9
C=C(C=O)CC(C)C,9
Cc1cc(O)c(N)c(=O)[nH]1,9
COC1(C)CCC(=O)CC1,9
CN1CCC(=O)N1,9
CC1(/C=C/C(=O)OO)CC1,9
O=C(O)C[C@@H]1C=CC[C@@H]1O,9
CC1=CC(=O)C(C)(C)CC1,9
O=C1C=C(C2CC2)CCC1,9
NC[C@H](O)C1CCCCC1,9
Cc1cccc2c1CC2=O,9
Cc1ccc2c(c1)C(=O)C2,9
CC(=O)N1CCC(=O)C1,9
CNC1CCC1,9
N#CN1CCNCC1,9
C=C(C)C1=NCCO1,9
CC(C)C1CCC(N)CC1,9
c1cc2c(cn1)CCCO2,9
COCC#C[C@@H]1OC[C@@H]1C,9
O=C(O)/C=C/CO,9
C=C(C)C1(C=O)CCCC1,9
C=CCNC(=O)NN,9
CC[C@@H]1C[C@@H]1O,9
CCO[C@@H]1CC(=O)NC1=O,9
CC1(C)CCC(=O)NC1,9
CC(C)CC(=O)/C=C/O,9
C/C=N/C,9
C[C@@H]1CC(=O)N[C@H](O)C1,9
C/N=C/C(C)C,9
C=C(C)C[C@H](C)C#N,9
C[C@@H]1CCC(C)(C)C(=O)O1,9
CN1C=NC=C[C@@H]1N,9
C[C@@H]1CCc2nccnc21,9
C#CCOC(=O)C=C,9
C#CCN1C(=O)CCC1=O,9
CC(C)[C@@H]1CC(=O)CCO1,9
C[C@@H]1C[C@H](N)C(=O)N1O,9
C[C@@H]1CO[C@]2(CCOO2)O1,9
Nc1cccc(C(=O)O)n1,9
O=C1CCC[C@@H]2C[C@]12O,9
CC1=COCCO1,9
NCC#CC(=O)O,9
N#CCc1cccnc1N,9
CCC(C)(C)C(N)=O,9
Cc1ccc(N)c(C=O)n1,9
c1nc2c([nH]1)CNCC2,9
CCOC1OCCO1,9
CCOC(=O)[C@H](C#N)C=O,9
Cc1ccc(C(O)O)o1,9
CCNCC1CCCC1,9
COC(CC1(C)N=N1)OC,9
Cc1cccc(=N)n1O,9
C#C[C@@H]1CCCCCC1=O,9
CC1=C(C=O)CCC1,9
OCCc1ccn[nH]1,9
O=CC1=COCCC1,9
CCOC1=C(C)C(=O)CC1,9
CNC(=O)N1OCCC1=O,9
CC[C@H](N)O,9
CC1(C)CCC(C#N)CC1,9
CC(=O)OCO,9
CCC(O)(CC)/C(C)=N/O,9
Cc1ccnnc1C(=O)O,9
CC1=CC(C)(C)C=C1,9
COc1coc(C(=O)O)c1,9
COCC#CC=O,9
OC[C@@H]1C[C@H](O)CO1,9
C[C@H](N)C1(C)OCCO1,9
Cc1o[nH]c(=O)c1CN,9
C=C(O)CC,9
CC[C@@H]1NC1(C)C,9
O=C(O)C=C1CCC1,9
Cc1cnc(N)c(N)n1,9
CC1=Cc2nccnc2C1,9
COc1ccc(=O)[nH]c1,9
COC(=O)/C=C/CO,9
C[C@H](O)[C@H](O)CO,9
CC1(C)C[C@H](O)CCO1,9
COc1ccc(O)c(C)n1,9
O=c1[nH]c(CO)ccc1O,9
O=N/C=C/C=C/NO,9
N#CCc1cccc(O)c1,9
Cn1ccnc1C(O)O,9
Cc1cncc(CCO)n1,9
CNNC(=O)C(C)(C)C,9
CC[C@@H]1CNC(=O)O1,9
CC1(C2(C)C=C2)C=C1,9
C=CC1=N[C@H](C)CO1,9
O=CC1=CCC=CC1,9
O=C1C[C@H](CO)CN1,9
CCO[C@@H]1CCN=N1,9
NC[C@@H]1CCC(=O)O1,9
C=CN1C(=O)CC[C@@H]1O,9
C[C@@H]1C=CC(C)(C)CC1=O,9
C=CCc1ccc(C#N)o1,9
COC(=O)N1C=C[C@@H]2C[C@@H]21,9
N[C@@H]1CCC[C@@H]1O,9
CN=C=Nc1ccccc1,9
CC(=O)C1=CC=C/C1=C\O,9
O=Cc1occc1CO,9
C[C@]1(O)COC[C@@H]1O,9
C=CC(=O)C(=C)C,9
O=C=NC[C@@H]1C=CCC1,9
CC(=O)Oc1ccco1,9
CC1(C)CCCN1N=O,9
C#CCc1ccccc1,9
N[C@H](C(=O)O)[C@@H]1CCCO1,9
OCCC1CCCCCC1,9
CC(=O)N(N=O)C(C)=O,9
O=C1CC=CC=CC=C1O,9
CCOC(C)(OO)OCC,9
CC1=CC2=CCC[C@H]12,9
C1CNCC2(C1)CC2,9
CC1=C[C@H](CO)C(=O)O1,9
C=C(COC)C(=O)OC,9
O=C1CCCC[C@@H]1C1CC1,9
C=C/C(C)=N/C,9
N#C[C@@H]1CCCCC(=O)N1,9
CN1C=CN=C[C@@H]1N,9
CC(C)(CO)C1OCCO1,9
NC(=O)[C@@H]1C[C@H](O)CN1,9
CC(C)(O)C[C@@H]1CO1,9
CC(=O)c1n[nH]nc1C,9
CC#C[C@H](/C=C/C)CCO,9
O=C1CCCC=C1O,9
NNc1ncnc(N)n1,9
C#CC[C@H](C)N,9
CO[C@@H]1C=CC[C@H]1O,9
NCCC1CC1,9
CC[C@@H]1CCC(=O)N1,9
C=C/C=C(\C)C=C,9
COCC=O,9
Cc1nc(=O)n(C)[nH]1,9
CC1(C(=O)O)CCC1,9
CN1C(=O)[C@H](N)N(C)C1=O,9
C/C(=N\CC#N)NC#N,9
O=C1CCC=CCN1,9
OO[C@@H]1CC=CCC1,9
CCc1cnco1,9
C[C@@H]1CCC(=O)NN1,9
CCOC(=O)c1ncco1,9
Cc1ccnc(C2CC2)c1,9
CCOC(=N)C(N)=O,9
C[C@]1(O)CC=CCC1,9
COC(=N)C(N)=O,9
CC1=CCCC1(C)C,9
Cn1ccccc1=N,9
Cc1cnc(C(=O)NN)o1,9
NCc1ccoc1,9
CC(=O)C12CC1(C)C2,9
C1C[C@@H]2C[C@@H]3C[C@]3(C1)N2,9
C[C@@H]1CC=CCC1=O,9
Cn1cnc(=O)n1C,9
CC1(CO)CCC(=O)CC1,9
CC(C)[C@@H]1CCC(=O)C1,9
NC(=O)/C(C=O)=C/CC=O,9
C=CC1=CCC1,9
Cc1ccc(N=N)cc1,9
CN(C)N=C=O,9
C=C[C@@H]1C=C[C@H](OO)CC1,9
C=CC(C)(C)C(=O)O,9
CCn1nc(C)nc1C,9
C[C@H](N)[C@H](C)C(=O)O,9
C1=C(C2CCC2)CC1,9
C[C@H](O)/C=C/C(=O)O,9
O=C(O)[C@@H]1CCCNN1,9
C=C1CCC[C@@H]2N[C@H]12,9
CN1CC/C(=C\O)C1=O,9
Cn1[nH]c(C(=O)O)cc1=O,9
O=C1CCC(CCO)CC1,9
O=C1C=C2CC[C@@H]2CC1,9
N=C(N)c1cccc(O)c1,9
C[C@@H]1CO[C@H](C)N1,9
C#C[C@H](C)C(=O)OC,9
C=C(OC)C(=O)OC,9
O=Cc1cccc(O)c1O,9
CCn1[nH]cnc1=O,9
COC(=O)[C@@H]1CC[C@@H]1C#N,9
COC1(C)CCCC1,9
CN(C)C(=O)C(=O)O,9
C=C(C)C(=C)O,9
NC(=O)[C@@H]1C=CCC1,9
C[C@@H]1CCCN1C#N,9
O=CC1(CO)CCCCC1,9
C=C(C#N)[C@H](O)CC,9
C=CCNC(=O)NO,9
CN1C(=O)CC[C@@H]1O,9
O=C(CO)C1CCCCC1,9
C#C[C@H](N)CC,9
C[C@@H]1CCC(=O)C(=O)C1,9
c1cnc2c(c1)NNCC2,9
O=C(O)[C@]1(O)CCNC1,9
Cc1cccc2ccnn12,9
Cc1ccnc(C=O)c1,9
O=CN(C=O)C(=O)CO,9
C[C@@H]1CCCC=C1C=O,9
C[C@@H]1N=C1c1ccccc1,9
Cc1ncccc1C(=O)O,9
C[C@@H]1C[C@@H]1CC(=O)O,9
C1=CN2CCCN=C2N1,9
C=C[C@@H]1CCC(=O)C1,9
C=C1CC=C1C,9
NCC1(N)CCOCC1,9
Cc1cc(=O)nc(NO)[nH]1,9
NCC12CCC(CC1)C2,9
CN(C)/C=N/C=O,9
N/N=C(\N)c1cccnn1,9
Cc1ncc(C=O)cc1O,9
NC(=O)NCc1ccco1,9
CC(C)(CO)c1ncc[nH]1,9
NCCC1C=CC=C1,9
N/N=C(\N)c1ccncn1,9
C[C@H](O)C(=O)C(=O)CO,9
C[C@@H]1CN[C@H](C(=O)O)C1,9
C=C[C@@H]1CCC=CO1,9
Cc1ccc(/C=N/O)cc1,9
C=C1CC(OC(C)=O)C1,9
CC[C@@H]1COC(=O)N1,9
C[C@@]1(C#N)C[C@H]2C=C[C@@H]1C2,9
CCc1n[nH]cnc1=O,9
C=C1C[C@@H]1CN,9
O=C(O)/C=C/C(O)O,9
CCC1CCNCC1,9
C[C@@H]1OC(C)(C)O[C@@H]1CO,9
CC(=O)c1c[nH]c(C=O)c1,9
C#Cc1ccc(N)cc1,9
C1=NCCc2ccccc21,9
CC(C)NC(=O)CC#N,9
CC1(C)CN1CO,9
COC(=O)C(C=O)C=O,9
C#C[C@H](OC(C)=O)C(C)C,9
C[C@@H]1CCCC(=O)C1=O,9
C#C[C@H](C)OC(C)=O,9
CC1(C)O[C@@]2(C)CC[C@@H]1O2,9
C=Cc1cncc(C)c1,9
CNC(=O)[C@H](C)C#N,9
CC(=O)N[C@@H]1CONC1=O,9
CC(C)[C@H](C)[C@H](C)C#N,9
C[C@@H]1C=CC(=O)CC1,9
CC(=O)c1ccc(O)cn1,9
C=COCc1ccoc1,9
CC(C)N1CCC(=O)N1,9
CCNN=O,9
CCOC(C)(C)C(=O)O,9
C=COC(=O)C(=O)OCC,9
C[C@@H]1C(=O)N(C)C(=O)[C@H]1C,9
CC(C)[C@H](N)CC(=O)O,9
C[C@@H]1COCCO1,9
Cc1cnc(C)n1C(C)C,9
CN1CCC=CC1=N,9
C=C[C@@H]1CCCC(=O)O1,9
CC1=CC(=O)O[C@]1(C)O,9
C[C@@H]1C=CCC[C@@H]1C=O,9
CC1(O)CC(C(=O)O)C1,9
Cc1cnc(C)c(=O)[nH]1,9
C[C@H](O)/C(N)=N/O,9
COc1cnc(OC)nc1,9
C[C@@H]1C(=O)CC[C@@H]1C(=O)O,9
C#C[C@@H]1O[C@@H](C)C[C@@H](C)O1,9
O=C(O)[C@@H]1CCCNC1=O,9
CC=C1CN=NC1,9
C[C@H](N)CC(N)=O,9
C[C@H](O)C[C@H](N)C(=O)O,9
CC(C)C(=O)C(C)(C)O,9
CO[C@@H]1C=CC(=O)[C@H](C)O1,9
CC(=O)CC(=O)C(=O)O,9
C=C1CC[C@]1(C)O,9
CCCC#CC#N,9
CCNC(=O)C(C)(C)C,9
N#CC#CC1=CCCCC1,9
NC(=O)[C@@H]1CCC=CO1,9
C=CCNC=O,9
C=CC=C=C(C)C,9
CC(C)CC1(C#N)CCC1,9
O[C@@H]1CCC=CCO1,9
O=C[C@]12C=C[C@H](CC1)C2,9
CCOO,9
CC(C)(N)C(N)=O,9
CC(=O)/N=C/NN,9
CC[C@]1(C=O)CO1,9
O=C=NC[C@@H]1CCCO1,9
CC(C)C[C@H](C)[C@H](C)C#N,9
COC(=O)c1ccnn1C,9
Cc1c(C)n(C)[nH]c1=O,9
CCCC(CN)CCC,9
COC(=O)[C@@H]1C=CCN1,9
CC(=O)Oc1ccncc1,9
C=CCOO,9
Cc1nccnc1C(C)C,9
COC(=O)C1=COCC1,9
COn1ccccc1=O,9
COC1=CC(=O)O[C@@H]1C,9
O=C1CCON1C[C@@H]1CO1,9
Cc1ccc(N)nn1,9
C=C(C)C1(O)CC1,9
C#CC[C@H](O)C(C)=O,9
C=C/C(C)=C/C=O,9
c1nc2c(o1)CCCC2,9
C=CC#CCCO,9
C#C[C@](C)(O)C(C)(C)O,9
CC[C@@H]1OC(=O)C[C@@H]1O,9
CC(C)Oc1ccncc1,9
CC1(C)CCC(=O)C=C1O,9
OCC1=c2ccccc2=C1,9
C=C=CCCO,9
O=C(CCC1CC1)C1CC1,9
CC(C)CC(C)(C)C#N,9
C=C1CNCC1=C,9
c1ccn(C[C@@H]2CO2)c1,9
C=C(CO)C(N)=O,9
CCn1cnc(=O)[nH]c1=O,9
O=Nc1ccccc1NO,9
COC(=O)[C@H](C#N)C(C)=O,9
COC(/C=C(\C)C=O)OC,9
C[C@H](C=O)CC(=O)O,9
N#CCNC(=O)CN,9
CC#CC[C@H](C)C(=O)O,9
C[C@H](O)COC[C@@H]1CO1,9
CC[C@H](C)C(=O)C#N,9
C[C@H](C#N)N(C)C=O,9
CC[C@@H]1CC(=O)N1,9
CC1[C@H](C)O[C@@H]1C,9
CC(=O)NC(C)(C)C#N,9
CC(=O)[C@]1(C)OC1(C)C,9
Cc1nnn(N)c1C,9
CC[C@H](C)ON,9
N#C/C=C/CCO,9
COC(=O)[C@H](O)C(C)=O,9
C=CC(C)(C)N,9
Cc1[nH]ncc1C(=O)O,9
CC(CO)(CO)NC=O,9
C[C@@H]1C[C@@H]1CO,9
NC(=O)c1ncccc1N,9
CC1=CCOCO1,9
C[C@@H]1CCC(=O)C(C)(C)O1,9
C#C[C@@H]1CCOC(C)(C)C1,9
N=C(N)[C@H](N)C(N)=O,9
NNc1cccc(N)c1,9
O=C1C=C2CCCC[C@@H]2O1,9
Cc1nc(=O)cc(NO)[nH]1,9
O=C1CCCNCC1,9
CCC(C)(CC)CO,9
NNC1CCC(O)CC1,9
CCCOC(=O)C#N,9
C=C=Cc1ccccc1O,9
